date,delay,distance,origin,destination
01010545,0,589,ABQ,LAX
01021950,95,589,ABQ,LAX
01020545,0,589,ABQ,LAX
01031950,25,589,ABQ,LAX
01030545,0,589,ABQ,LAX
01040545,-4,589,ABQ,LAX
01051950,53,589,ABQ,LAX
01061950,53,589,ABQ,LAX
01060545,22,589,ABQ,LAX
01071950,122,589,ABQ,LAX
01070545,-4,589,ABQ,LAX
01081950,13,589,ABQ,LAX
01080545,33,589,ABQ,LAX
01091950,-8,589,ABQ,LAX
01090545,-4,589,ABQ,LAX
01101950,0,589,ABQ,LAX
01100545,-4,589,ABQ,LAX
01110545,7,589,ABQ,LAX
01121950,-9,589,ABQ,LAX
01131950,0,589,ABQ,LAX
01130545,14,589,ABQ,LAX
01141950,-6,589,ABQ,LAX
01140545,-5,589,ABQ,LAX
01151950,0,589,ABQ,LAX
01150545,0,589,ABQ,LAX
01161950,-7,589,ABQ,LAX
01160545,-1,589,ABQ,LAX
01171950,8,589,ABQ,LAX
01170545,-7,589,ABQ,LAX
01180545,0,589,ABQ,LAX
01191950,33,589,ABQ,LAX
01201950,56,589,ABQ,LAX
01200545,-7,589,ABQ,LAX
01211950,10,589,ABQ,LAX
01210545,-4,589,ABQ,LAX
01221950,58,589,ABQ,LAX
01220545,-8,589,ABQ,LAX
01231950,12,589,ABQ,LAX
01230545,0,589,ABQ,LAX
01241950,-8,589,ABQ,LAX
01240545,0,589,ABQ,LAX
01250545,-7,589,ABQ,LAX
01261950,-9,589,ABQ,LAX
01271950,112,589,ABQ,LAX
01270545,-8,589,ABQ,LAX
01281950,22,589,ABQ,LAX
01280545,-4,589,ABQ,LAX
01291950,62,589,ABQ,LAX
01290545,-7,589,ABQ,LAX
01301950,-8,589,ABQ,LAX
01300545,97,589,ABQ,LAX
01311950,-10,589,ABQ,LAX
01310545,6,589,ABQ,LAX
01011225,10,589,ABQ,LAX
01012137,-8,285,ABQ,PHX
01010620,-7,285,ABQ,PHX
01011225,-4,285,ABQ,PHX
01010830,-5,285,ABQ,PHX
01011835,-6,285,ABQ,PHX
01010715,-2,428,ABQ,SLC
01011204,26,428,ABQ,SLC
01011626,39,589,ABQ,LAX
01010600,-7,779,ABQ,SFO
01011047,25,589,ABQ,LAX
01011344,21,303,ABQ,DEN
01021225,4,589,ABQ,LAX
01022137,-6,285,ABQ,PHX
01020620,1,285,ABQ,PHX
01021225,-6,285,ABQ,PHX
01020830,-3,285,ABQ,PHX
01021835,-8,285,ABQ,PHX
01020600,-2,428,ABQ,SLC
01021204,11,428,ABQ,SLC
01021825,23,428,ABQ,SLC
01020600,0,779,ABQ,SFO
01021933,4,303,ABQ,DEN
01021047,-5,589,ABQ,LAX
01021626,4,589,ABQ,LAX
01031225,42,589,ABQ,LAX
01032137,-5,285,ABQ,PHX
01030620,-8,285,ABQ,PHX
01031225,-5,285,ABQ,PHX
01030830,-4,285,ABQ,PHX
01031835,3,285,ABQ,PHX
01030600,-1,428,ABQ,SLC
01031204,84,428,ABQ,SLC
01031825,-8,428,ABQ,SLC
01030600,-10,779,ABQ,SFO
01031933,-8,303,ABQ,DEN
01031047,-4,589,ABQ,LAX
01031626,2,589,ABQ,LAX
01041225,3,589,ABQ,LAX
01042137,0,285,ABQ,PHX
01040620,-9,285,ABQ,PHX
01041225,-6,285,ABQ,PHX
01040830,-2,285,ABQ,PHX
01041835,-8,285,ABQ,PHX
01040600,-2,428,ABQ,SLC
01041204,40,428,ABQ,SLC
01041825,-3,428,ABQ,SLC
01041404,52,646,ABQ,IAH
01041933,25,303,ABQ,DEN
01040600,-5,779,ABQ,SFO
01041047,45,589,ABQ,LAX
01041626,41,589,ABQ,LAX
01051225,3,589,ABQ,LAX
01050545,83,589,ABQ,LAX
01052137,4,285,ABQ,PHX
01050620,-6,285,ABQ,PHX
01051225,-6,285,ABQ,PHX
01050830,-7,285,ABQ,PHX
01051835,-3,285,ABQ,PHX
01050605,-2,428,ABQ,SLC
01051204,-1,428,ABQ,SLC
01051825,16,428,ABQ,SLC
01051040,-7,646,ABQ,IAH
01050615,-1,646,ABQ,IAH
01051721,70,646,ABQ,IAH
01051411,33,646,ABQ,IAH
01051658,53,589,ABQ,LAX
01051933,19,303,ABQ,DEN
01050530,-4,303,ABQ,DEN
01050615,0,779,ABQ,SFO
01051051,35,589,ABQ,LAX
01061225,3,589,ABQ,LAX
01060620,-2,285,ABQ,PHX
01061225,-4,285,ABQ,PHX
01060830,24,285,ABQ,PHX
01061835,-6,285,ABQ,PHX
01060600,40,428,ABQ,SLC
01061720,-2,428,ABQ,SLC
01060600,0,779,ABQ,SFO
01061933,-1,303,ABQ,DEN
01061040,-3,589,ABQ,LAX
01061626,-7,589,ABQ,LAX
01071225,5,589,ABQ,LAX
01071225,-6,285,ABQ,PHX
01070830,-6,285,ABQ,PHX
01070620,-1,285,ABQ,PHX
01070600,3,428,ABQ,SLC
01071230,-3,428,ABQ,SLC
01071815,-10,428,ABQ,SLC
01071239,0,971,ABQ,ORD
01070815,4,779,ABQ,SFO
01071635,-15,589,ABQ,LAX
01081255,24,589,ABQ,LAX
01081225,-8,285,ABQ,PHX
01080830,-8,285,ABQ,PHX
01080620,-5,285,ABQ,PHX
01081835,-10,285,ABQ,PHX
01080600,-3,428,ABQ,SLC
01081230,-4,428,ABQ,SLC
01081815,-8,428,ABQ,SLC
01081239,3,971,ABQ,ORD
01080815,36,779,ABQ,SFO
01081635,59,589,ABQ,LAX
01091255,11,589,ABQ,LAX
01090620,-7,285,ABQ,PHX
01091225,-7,285,ABQ,PHX
01090830,-7,285,ABQ,PHX
01091835,-8,285,ABQ,PHX
01090600,-2,428,ABQ,SLC
01091230,-3,428,ABQ,SLC
01091720,-4,428,ABQ,SLC
01091239,0,971,ABQ,ORD
01090815,151,779,ABQ,SFO
01091635,0,589,ABQ,LAX
01101255,-6,589,ABQ,LAX
01100620,-1,285,ABQ,PHX
01101225,-5,285,ABQ,PHX
01100830,-5,285,ABQ,PHX
01101835,-10,285,ABQ,PHX
01100600,-2,428,ABQ,SLC
01101230,-8,428,ABQ,SLC
01101720,-9,428,ABQ,SLC
01101239,92,971,ABQ,ORD
01100815,-6,779,ABQ,SFO
01101635,36,589,ABQ,LAX
01111255,-1,589,ABQ,LAX
01111225,-8,285,ABQ,PHX
01110830,-4,285,ABQ,PHX
01110620,-7,285,ABQ,PHX
01111835,-9,285,ABQ,PHX
01110800,-4,428,ABQ,SLC
01111230,-4,428,ABQ,SLC
01111101,8,646,ABQ,IAH
01111239,-8,971,ABQ,ORD
01110815,-4,779,ABQ,SFO
01111635,-5,589,ABQ,LAX
01121255,-2,589,ABQ,LAX
01120545,-8,589,ABQ,LAX
01120620,-9,285,ABQ,PHX
01121225,-6,285,ABQ,PHX
01120830,1,285,ABQ,PHX
01121835,-9,285,ABQ,PHX
01120600,-9,428,ABQ,SLC
01121230,-12,428,ABQ,SLC
01121720,-4,428,ABQ,SLC
01121239,-1,971,ABQ,ORD
01120600,-7,779,ABQ,SFO
01121632,-13,589,ABQ,LAX
01131255,-5,589,ABQ,LAX
01130620,-6,285,ABQ,PHX
01131225,-7,285,ABQ,PHX
01130830,-11,285,ABQ,PHX
01131835,-9,285,ABQ,PHX
01130600,-2,428,ABQ,SLC
01131230,-9,428,ABQ,SLC
01131720,-4,428,ABQ,SLC
01131239,-9,971,ABQ,ORD
01130815,-7,779,ABQ,SFO
01131635,3,589,ABQ,LAX
01141255,1,589,ABQ,LAX
01141225,-3,285,ABQ,PHX
01140830,-4,285,ABQ,PHX
01140620,-7,285,ABQ,PHX
01140600,-2,428,ABQ,SLC
01141230,-7,428,ABQ,SLC
01141815,-11,428,ABQ,SLC
01141239,-6,971,ABQ,ORD
01140815,-3,779,ABQ,SFO
01141635,-13,589,ABQ,LAX
01151255,-8,589,ABQ,LAX
01151225,-4,285,ABQ,PHX
01150830,-4,285,ABQ,PHX
01150620,-1,285,ABQ,PHX
01151835,-9,285,ABQ,PHX
01150600,-1,428,ABQ,SLC
01151230,-9,428,ABQ,SLC
01151815,-11,428,ABQ,SLC
01151239,-5,971,ABQ,ORD
01150815,-8,779,ABQ,SFO
01151635,10,589,ABQ,LAX
01161255,-4,589,ABQ,LAX
01160620,-2,285,ABQ,PHX
01161225,-7,285,ABQ,PHX
01160830,1,285,ABQ,PHX
01161835,-9,285,ABQ,PHX
01160600,-1,428,ABQ,SLC
01161230,-6,428,ABQ,SLC
01161720,-6,428,ABQ,SLC
01161239,16,971,ABQ,ORD
01160815,-8,779,ABQ,SFO
01161635,-6,589,ABQ,LAX
01171255,-4,589,ABQ,LAX
01170620,-4,285,ABQ,PHX
01171225,-6,285,ABQ,PHX
01170830,-9,285,ABQ,PHX
01171835,-9,285,ABQ,PHX
01170600,-3,428,ABQ,SLC
01171230,-3,428,ABQ,SLC
01171720,155,428,ABQ,SLC
01171239,-10,971,ABQ,ORD
01170600,-10,779,ABQ,SFO
01171635,-2,589,ABQ,LAX
01181255,-11,589,ABQ,LAX
01181225,-3,285,ABQ,PHX
01180830,-5,285,ABQ,PHX
01180620,-5,285,ABQ,PHX
01181835,-9,285,ABQ,PHX
01180800,-5,428,ABQ,SLC
01181230,-5,428,ABQ,SLC
01181101,-2,646,ABQ,IAH
01181239,-5,971,ABQ,ORD
01180815,-5,779,ABQ,SFO
01181635,-3,589,ABQ,LAX
01191255,2,589,ABQ,LAX
01190545,26,589,ABQ,LAX
01190620,-5,285,ABQ,PHX
01191225,-5,285,ABQ,PHX
01190830,-1,285,ABQ,PHX
01191835,-9,285,ABQ,PHX
01190600,-7,428,ABQ,SLC
01191230,-8,428,ABQ,SLC
01191239,84,971,ABQ,ORD
01190600,-8,779,ABQ,SFO
01191632,-11,589,ABQ,LAX
01201255,-12,589,ABQ,LAX
01200620,-8,285,ABQ,PHX
01201225,3,285,ABQ,PHX
01200830,-7,285,ABQ,PHX
01201835,-2,285,ABQ,PHX
01200600,-4,428,ABQ,SLC
01201230,-4,428,ABQ,SLC
01201720,-5,428,ABQ,SLC
01201239,1,971,ABQ,ORD
01200600,-9,779,ABQ,SFO
01201635,-11,589,ABQ,LAX
01211255,-7,589,ABQ,LAX
01211225,-2,285,ABQ,PHX
01210830,-6,285,ABQ,PHX
01210620,-5,285,ABQ,PHX
01210600,-5,428,ABQ,SLC
01211230,7,428,ABQ,SLC
01211815,-10,428,ABQ,SLC
01211239,-4,971,ABQ,ORD
01210815,-12,779,ABQ,SFO
01211635,-13,589,ABQ,LAX
01221255,-10,589,ABQ,LAX
01221225,-7,285,ABQ,PHX
01220830,-8,285,ABQ,PHX
01220620,-7,285,ABQ,PHX
01221835,-3,285,ABQ,PHX
01220600,-2,428,ABQ,SLC
01221230,-4,428,ABQ,SLC
01221815,-10,428,ABQ,SLC
01221239,40,971,ABQ,ORD
01220815,-2,779,ABQ,SFO
01221635,-9,589,ABQ,LAX
01231255,-2,589,ABQ,LAX
01230620,-6,285,ABQ,PHX
01231225,-6,285,ABQ,PHX
01230830,-6,285,ABQ,PHX
01231835,-8,285,ABQ,PHX
01230600,-5,428,ABQ,SLC
01231230,19,428,ABQ,SLC
01231720,26,428,ABQ,SLC
01231239,-3,971,ABQ,ORD
01230815,-5,779,ABQ,SFO
01231635,6,589,ABQ,LAX
01241255,-1,589,ABQ,LAX
01240620,-8,285,ABQ,PHX
01241225,-6,285,ABQ,PHX
01240830,-6,285,ABQ,PHX
01241835,-10,285,ABQ,PHX
01240600,-6,428,ABQ,SLC
01241230,-5,428,ABQ,SLC
01241720,-9,428,ABQ,SLC
01241239,60,971,ABQ,ORD
01240815,-7,779,ABQ,SFO
01241635,-5,589,ABQ,LAX
01251255,-8,589,ABQ,LAX
01251225,-7,285,ABQ,PHX
01250830,-8,285,ABQ,PHX
01250620,-6,285,ABQ,PHX
01251835,-12,285,ABQ,PHX
01250800,-8,428,ABQ,SLC
01251230,-5,428,ABQ,SLC
01251101,-9,646,ABQ,IAH
01251239,9,971,ABQ,ORD
01250815,-7,779,ABQ,SFO
01251635,-6,589,ABQ,LAX
01261255,-13,589,ABQ,LAX
01260545,13,589,ABQ,LAX
01260620,-8,285,ABQ,PHX
01261225,-1,285,ABQ,PHX
01260830,-4,285,ABQ,PHX
01261835,-7,285,ABQ,PHX
01260600,-1,428,ABQ,SLC
01261230,34,428,ABQ,SLC
01261720,-1,428,ABQ,SLC
01261239,-6,971,ABQ,ORD
01260600,-10,779,ABQ,SFO
01261632,-3,589,ABQ,LAX
01271255,59,589,ABQ,LAX
01270620,-7,285,ABQ,PHX
01271225,-4,285,ABQ,PHX
01270830,-9,285,ABQ,PHX
01271835,-9,285,ABQ,PHX
01270600,-2,428,ABQ,SLC
01271230,-1,428,ABQ,SLC
01271720,9,428,ABQ,SLC
01271239,0,971,ABQ,ORD
01270815,71,779,ABQ,SFO
01271635,11,589,ABQ,LAX
01281255,-7,589,ABQ,LAX
01281225,-6,285,ABQ,PHX
01280830,-7,285,ABQ,PHX
01280620,-8,285,ABQ,PHX
01280600,-10,428,ABQ,SLC
01281230,19,428,ABQ,SLC
01281815,-8,428,ABQ,SLC
01281239,-8,971,ABQ,ORD
01280815,39,779,ABQ,SFO
01281635,-12,589,ABQ,LAX
01291255,121,589,ABQ,LAX
01291225,-8,285,ABQ,PHX
01290830,-8,285,ABQ,PHX
01290620,-1,285,ABQ,PHX
01291835,-6,285,ABQ,PHX
01290600,-8,428,ABQ,SLC
01291230,-9,428,ABQ,SLC
01291815,-11,428,ABQ,SLC
01291239,-9,971,ABQ,ORD
01290815,58,779,ABQ,SFO
01291635,42,589,ABQ,LAX
01301255,-7,589,ABQ,LAX
01300620,-6,285,ABQ,PHX
01301225,-7,285,ABQ,PHX
01300830,-7,285,ABQ,PHX
01301835,-10,285,ABQ,PHX
01300600,-8,428,ABQ,SLC
01301230,-5,428,ABQ,SLC
01301720,-12,428,ABQ,SLC
01301239,55,971,ABQ,ORD
01300815,-6,779,ABQ,SFO
01301635,-8,589,ABQ,LAX
01311255,-7,589,ABQ,LAX
01310620,-6,285,ABQ,PHX
01311225,-6,285,ABQ,PHX
01310830,-7,285,ABQ,PHX
01311835,-8,285,ABQ,PHX
01310600,0,428,ABQ,SLC
01311230,0,428,ABQ,SLC
01311720,3,428,ABQ,SLC
01311239,14,971,ABQ,ORD
01310815,-9,779,ABQ,SFO
01311635,-10,589,ABQ,LAX
01010755,-1,1414,ABQ,IAD
01020755,-2,1414,ABQ,IAD
01030755,0,1414,ABQ,IAD
01040600,292,1414,ABQ,IAD
01050605,0,1414,ABQ,IAD
01060755,25,1414,ABQ,IAD
01070755,-6,1414,ABQ,IAD
01100820,-11,1414,ABQ,IAD
01110600,5,1414,ABQ,IAD
01120820,-8,1414,ABQ,IAD
01130820,-10,1414,ABQ,IAD
01170820,-8,1414,ABQ,IAD
01180600,-12,1414,ABQ,IAD
01190820,-9,1414,ABQ,IAD
01200820,-6,1414,ABQ,IAD
01240820,5,1414,ABQ,IAD
01250600,-5,1414,ABQ,IAD
01260820,-2,1414,ABQ,IAD
01270820,4,1414,ABQ,IAD
01310820,-9,1414,ABQ,IAD
01011340,8,966,ABQ,PDX
01011815,36,546,ABQ,SAN
01011305,27,285,ABQ,PHX
01011235,41,1025,ABQ,SEA
01010815,2,504,ABQ,DAL
01011230,14,303,ABQ,DEN
01012000,271,589,ABQ,LAX
01010955,0,285,ABQ,PHX
01012005,7,423,ABQ,LAS
01010800,-1,589,ABQ,LAX
01011140,58,589,ABQ,LAX
01011645,127,974,ABQ,MDW
01011425,107,504,ABQ,DAL
01011220,27,504,ABQ,DAL
01010630,-3,660,ABQ,HOU
01011535,59,1451,ABQ,BWI
01011400,7,660,ABQ,HOU
01011640,34,285,ABQ,PHX
01011850,56,285,ABQ,PHX
01011120,11,772,ABQ,OAK
01011030,10,624,ABQ,MCI
01011420,25,285,ABQ,PHX
01011800,50,423,ABQ,LAS
01010855,-3,974,ABQ,MDW
01011815,14,504,ABQ,DAL
01011005,2,660,ABQ,HOU
01011240,1,423,ABQ,LAS
01010955,7,504,ABQ,DAL
01011850,71,772,ABQ,OAK
01011545,34,303,ABQ,DEN
01010940,9,546,ABQ,SAN
01011930,14,504,ABQ,DAL
01010915,-3,423,ABQ,LAS
01011605,12,504,ABQ,DAL
01021340,55,966,ABQ,PDX
01021815,50,546,ABQ,SAN
01021120,63,772,ABQ,OAK
01020855,3,303,ABQ,DEN
01021535,87,1451,ABQ,BWI
01020800,-2,504,ABQ,DAL
01021640,76,285,ABQ,PHX
01021230,71,303,ABQ,DEN
01022000,51,589,ABQ,LAX
01021220,23,504,ABQ,DAL
01021800,84,423,ABQ,LAS
01021305,4,285,ABQ,PHX
01022005,109,423,ABQ,LAS
01021140,284,589,ABQ,LAX
01021420,213,285,ABQ,PHX
01021645,218,974,ABQ,MDW
01020705,-3,504,ABQ,DAL
01021400,39,660,ABQ,HOU
01021850,83,285,ABQ,PHX
01020630,-2,660,ABQ,HOU
01020955,11,285,ABQ,PHX
01021235,8,1025,ABQ,SEA
01020855,85,974,ABQ,MDW
01020650,2,423,ABQ,LAS
01020730,0,772,ABQ,OAK
01020600,4,285,ABQ,PHX
01021005,34,660,ABQ,HOU
01020735,3,285,ABQ,PHX
01021815,117,504,ABQ,DAL
01021240,8,423,ABQ,LAS
01020955,2,504,ABQ,DAL
01021545,45,303,ABQ,DEN
01020940,9,546,ABQ,SAN
01021030,30,624,ABQ,MCI
01021930,84,504,ABQ,DAL
01020915,12,423,ABQ,LAS
01021605,119,504,ABQ,DAL
01021850,149,772,ABQ,OAK
01021410,197,504,ABQ,DAL
01020745,8,589,ABQ,LAX
01031340,107,966,ABQ,PDX
01031815,166,546,ABQ,SAN
01031120,132,772,ABQ,OAK
01030855,-3,303,ABQ,DEN
01031535,119,1451,ABQ,BWI
01030800,-2,504,ABQ,DAL
01031640,115,285,ABQ,PHX
01031230,94,303,ABQ,DEN
01032000,0,589,ABQ,LAX
01031220,28,504,ABQ,DAL
01031800,92,423,ABQ,LAS
01031305,58,285,ABQ,PHX
01032005,45,423,ABQ,LAS
01031140,112,589,ABQ,LAX
01031420,139,285,ABQ,PHX
01031645,0,974,ABQ,MDW
01030705,5,504,ABQ,DAL
01031400,168,660,ABQ,HOU
01031850,137,285,ABQ,PHX
01030630,-2,660,ABQ,HOU
01030955,8,285,ABQ,PHX
01031235,98,1025,ABQ,SEA
01030855,13,974,ABQ,MDW
01030650,0,423,ABQ,LAS
01030730,-2,772,ABQ,OAK
01030600,0,285,ABQ,PHX
01031005,321,660,ABQ,HOU
01030735,28,285,ABQ,PHX
01031815,122,504,ABQ,DAL
01031240,41,423,ABQ,LAS
01030955,8,504,ABQ,DAL
01031545,144,303,ABQ,DEN
01030940,18,546,ABQ,SAN
01031030,176,624,ABQ,MCI
01031930,125,504,ABQ,DAL
01030915,0,423,ABQ,LAS
01031605,64,504,ABQ,DAL
01031850,115,772,ABQ,OAK
01031410,144,504,ABQ,DAL
01030745,16,589,ABQ,LAX
01040700,31,504,ABQ,DAL
01040740,5,423,ABQ,LAS
01040725,0,285,ABQ,PHX
01041645,50,660,ABQ,HOU
01040855,42,589,ABQ,LAX
01040855,87,974,ABQ,MDW
01041440,190,974,ABQ,MDW
01041255,26,423,ABQ,LAS
01041730,174,546,ABQ,SAN
01041915,62,504,ABQ,DAL
01041715,98,772,ABQ,OAK
01041130,50,624,ABQ,MCI
01041430,78,1025,ABQ,SEA
01041845,91,285,ABQ,PHX
01041850,138,589,ABQ,LAX
01041340,119,303,ABQ,DEN
01040810,11,660,ABQ,HOU
01040800,0,504,ABQ,DAL
01041350,108,966,ABQ,PDX
01041655,23,504,ABQ,DAL
01041345,45,285,ABQ,PHX
01040950,16,504,ABQ,DAL
01041605,44,423,ABQ,LAS
01040900,153,285,ABQ,PHX
01041400,18,504,ABQ,DAL
01041025,59,772,ABQ,OAK
01041735,167,423,ABQ,LAS
01041010,164,303,ABQ,DEN
01041640,156,285,ABQ,PHX
01041215,146,589,ABQ,LAX
01041120,4,546,ABQ,SAN
01040810,18,1451,ABQ,BWI
01051340,55,966,ABQ,PDX
01051815,52,546,ABQ,SAN
01051120,31,772,ABQ,OAK
01050855,-2,303,ABQ,DEN
01051535,121,1451,ABQ,BWI
01050800,3,504,ABQ,DAL
01052000,54,589,ABQ,LAX
01051220,26,504,ABQ,DAL
01051800,76,423,ABQ,LAS
01052005,111,423,ABQ,LAS
01051140,40,589,ABQ,LAX
01051420,101,285,ABQ,PHX
01051645,59,974,ABQ,MDW
01051400,47,660,ABQ,HOU
01051850,171,285,ABQ,PHX
01050955,11,285,ABQ,PHX
01051235,26,1025,ABQ,SEA
01050855,0,974,ABQ,MDW
01051005,26,660,ABQ,HOU
01051815,70,504,ABQ,DAL
01050715,-1,660,ABQ,HOU
01050915,37,546,ABQ,SAN
01051640,44,285,ABQ,PHX
01051240,9,423,ABQ,LAS
01050935,15,504,ABQ,DAL
01051850,58,772,ABQ,OAK
01051030,10,624,ABQ,MCI
01051930,115,504,ABQ,DAL
01050915,16,423,ABQ,LAS
01051605,105,504,ABQ,DAL
01051235,9,303,ABQ,DEN
01051410,60,504,ABQ,DAL
01050745,42,589,ABQ,LAX
01051305,3,285,ABQ,PHX
01051545,65,303,ABQ,DEN
01061340,44,966,ABQ,PDX
01061815,55,546,ABQ,SAN
01061120,87,772,ABQ,OAK
01060855,0,303,ABQ,DEN
01061535,144,1451,ABQ,BWI
01060800,2,504,ABQ,DAL
01061230,17,303,ABQ,DEN
01062000,18,589,ABQ,LAX
01061220,84,504,ABQ,DAL
01061640,291,285,ABQ,PHX
01061800,138,423,ABQ,LAS
01061305,40,285,ABQ,PHX
01062005,95,423,ABQ,LAS
01061420,10,285,ABQ,PHX
01061645,0,974,ABQ,MDW
01060705,-1,504,ABQ,DAL
01061140,145,589,ABQ,LAX
01061400,51,660,ABQ,HOU
01061850,89,285,ABQ,PHX
01060630,1,660,ABQ,HOU
01060955,21,285,ABQ,PHX
01061235,79,1025,ABQ,SEA
01060650,-2,423,ABQ,LAS
01060730,19,772,ABQ,OAK
01061815,48,504,ABQ,DAL
01060600,3,285,ABQ,PHX
01061005,169,660,ABQ,HOU
01060735,20,285,ABQ,PHX
01060855,0,974,ABQ,MDW
01061240,9,423,ABQ,LAS
01060955,6,504,ABQ,DAL
01061545,51,303,ABQ,DEN
01060940,25,546,ABQ,SAN
01061030,26,624,ABQ,MCI
01061930,51,504,ABQ,DAL
01060915,31,423,ABQ,LAS
01061605,14,504,ABQ,DAL
01061850,68,772,ABQ,OAK
01061410,16,504,ABQ,DAL
01060745,10,589,ABQ,LAX
01071340,11,1025,ABQ,SEA
01071705,152,772,ABQ,OAK
01071840,58,546,ABQ,SAN
01070920,9,285,ABQ,PHX
01071155,5,624,ABQ,MCI
01070645,1,504,ABQ,DAL
01071305,59,423,ABQ,LAS
01071110,42,285,ABQ,PHX
01070615,-2,285,ABQ,PHX
01071620,40,285,ABQ,PHX
01071940,29,285,ABQ,PHX
01071415,27,660,ABQ,HOU
01070855,0,974,ABQ,MDW
01071110,11,660,ABQ,HOU
01071045,5,1451,ABQ,BWI
01071615,0,974,ABQ,MDW
01070705,2,285,ABQ,PHX
01070725,0,589,ABQ,LAX
01071315,26,285,ABQ,PHX
01070745,0,303,ABQ,DEN
01070650,1,423,ABQ,LAS
01071815,25,589,ABQ,LAX
01071700,28,504,ABQ,DAL
01070830,0,546,ABQ,SAN
01071155,4,589,ABQ,LAX
01070830,6,660,ABQ,HOU
01071805,13,504,ABQ,DAL
01071240,15,504,ABQ,DAL
01071015,33,423,ABQ,LAS
01071915,58,423,ABQ,LAS
01071115,394,303,ABQ,DEN
01070805,0,772,ABQ,OAK
01071915,120,504,ABQ,DAL
01071025,20,504,ABQ,DAL
01071720,3,303,ABQ,DEN
01071355,26,504,ABQ,DAL
01081340,27,1025,ABQ,SEA
01081705,61,772,ABQ,OAK
01081840,36,546,ABQ,SAN
01080920,52,285,ABQ,PHX
01081155,28,624,ABQ,MCI
01080645,-3,504,ABQ,DAL
01081305,6,423,ABQ,LAS
01081110,45,285,ABQ,PHX
01080615,0,285,ABQ,PHX
01081620,10,285,ABQ,PHX
01081940,40,285,ABQ,PHX
01081415,12,660,ABQ,HOU
01080855,-2,974,ABQ,MDW
01081110,4,660,ABQ,HOU
01081045,7,1451,ABQ,BWI
01081615,-2,974,ABQ,MDW
01080705,-4,285,ABQ,PHX
01080725,-2,589,ABQ,LAX
01081315,4,285,ABQ,PHX
01080745,0,303,ABQ,DEN
01080650,-2,423,ABQ,LAS
01081815,3,589,ABQ,LAX
01081700,58,504,ABQ,DAL
01080830,41,546,ABQ,SAN
01081155,3,589,ABQ,LAX
01080830,4,660,ABQ,HOU
01081805,2,504,ABQ,DAL
01081240,11,504,ABQ,DAL
01081015,2,423,ABQ,LAS
01081915,40,423,ABQ,LAS
01081115,26,303,ABQ,DEN
01080805,20,772,ABQ,OAK
01081915,6,504,ABQ,DAL
01081025,42,504,ABQ,DAL
01081720,30,303,ABQ,DEN
01081355,18,504,ABQ,DAL
01091340,53,1025,ABQ,SEA
01091705,68,772,ABQ,OAK
01091840,38,546,ABQ,SAN
01090920,12,285,ABQ,PHX
01091155,-2,624,ABQ,MCI
01090645,1,504,ABQ,DAL
01091305,-1,423,ABQ,LAS
01091110,156,285,ABQ,PHX
01090615,31,285,ABQ,PHX
01091620,6,285,ABQ,PHX
01091940,15,285,ABQ,PHX
01091415,13,660,ABQ,HOU
01090855,-2,974,ABQ,MDW
01091110,48,660,ABQ,HOU
01091045,0,1451,ABQ,BWI
01091615,86,974,ABQ,MDW
01090705,1,285,ABQ,PHX
01090725,0,589,ABQ,LAX
01091315,4,285,ABQ,PHX
01090745,-1,303,ABQ,DEN
01090650,-2,423,ABQ,LAS
01091815,8,589,ABQ,LAX
01091700,19,504,ABQ,DAL
01090830,-3,546,ABQ,SAN
01091155,6,589,ABQ,LAX
01090830,2,660,ABQ,HOU
01091805,8,504,ABQ,DAL
01091240,10,504,ABQ,DAL
01091015,0,423,ABQ,LAS
01091915,4,423,ABQ,LAS
01091115,22,303,ABQ,DEN
01090805,-5,772,ABQ,OAK
01091915,23,504,ABQ,DAL
01091025,5,504,ABQ,DAL
01091720,-3,303,ABQ,DEN
01091355,-5,504,ABQ,DAL
01101340,36,1025,ABQ,SEA
01101705,60,772,ABQ,OAK
01101840,166,546,ABQ,SAN
01100920,0,285,ABQ,PHX
01101155,0,624,ABQ,MCI
01100645,-4,504,ABQ,DAL
01101305,10,423,ABQ,LAS
01101110,-2,285,ABQ,PHX
01100615,-3,285,ABQ,PHX
01101620,5,285,ABQ,PHX
01101940,17,285,ABQ,PHX
01101415,6,660,ABQ,HOU
01100855,-1,974,ABQ,MDW
01101110,10,660,ABQ,HOU
01101045,7,1451,ABQ,BWI
01101615,-6,974,ABQ,MDW
01100705,-2,285,ABQ,PHX
01100725,-5,589,ABQ,LAX
01101315,6,285,ABQ,PHX
01100745,-1,303,ABQ,DEN
01100650,-2,423,ABQ,LAS
01101815,-1,589,ABQ,LAX
01101700,23,504,ABQ,DAL
01100830,-2,546,ABQ,SAN
01101155,-3,589,ABQ,LAX
01100830,-2,660,ABQ,HOU
01101805,29,504,ABQ,DAL
01101240,2,504,ABQ,DAL
01101015,1,423,ABQ,LAS
01101915,9,423,ABQ,LAS
01101115,76,303,ABQ,DEN
01100805,0,772,ABQ,OAK
01101915,74,504,ABQ,DAL
01101025,0,504,ABQ,DAL
01101720,0,303,ABQ,DEN
01101355,-2,504,ABQ,DAL
01111105,-4,423,ABQ,LAS
01110745,-4,423,ABQ,LAS
01111040,9,1451,ABQ,BWI
01111855,41,504,ABQ,DAL
01110855,-1,303,ABQ,DEN
01111705,-1,423,ABQ,LAS
